20100104,20100201,20100302,20100401,20100503,20100601,20100701,20100802,20100901,20101001,20101101,20101201,20110103,20110201,20110302,20110401,20110502,20110601,20110701,20110801,20110901,20111004,20111101,20111201,20120102,20120201,20120302,20120402,20120502,20120601,20120702,20120801,20120903,20121002,20121101,20121203,20130102,20130201,20130304,20130401,20130502,20130603,20130701,20130801,20130902,20131001,20131101,20131202,20140102,20140203,20140303,20140401,20140502,20140602,20140701,20140801,20140901,20141001,20141103,20141201,20150102,20150202,20150302,20150401,20150504,20150601,20150701,20150803,20150901,20151001,20151102,20151201,20160104,20160201,20160302,20160401,20160502,20160601,20160701,20160801,20160901,20161004,20161101,20161201,20170102,20170201,20170302,20170403,20170502,20170601,20170703,20170801,20170901,20171010,20171101,20171201,20180102,20180201,20180302,20180402,20180502,20180601,20180702,20180801,20180903,20181001,20181101,20181203,20190102,20190201,20190304,20190401,20190502,20190603,20190701,20190801,20190902,20191001,20191101,20191202,20200102,20200203,20200302,20200401,20200504,20200601,20200701,20200803,20200901,20201005,20201102,20201201,20210104,20210201,20210302,20210401,20210503,20210601,20210701,20210802,20210901,20211001,20211101,20211201,20220103,20220203,20220302,20220401,20220502,20220602,20220701,20220801,20220901,20221004,20221101,20221201,20230102,20230201,20230302,20230403,20230502,20230601,20230703,20230801,20230901,20231004,20231101,20231201,20240102,20240201,20240304,20240401,20240502,20240603,20240701,20240801,20240902,20241002,20241101,20241202,20250102,20250203,20250304,20250401,20250502,20250602,20250701,20250801,20250901,20251001,20251103,20251201,20260102,20260202
A047050,A047050,A051310,A051310,A047050,A047050,A064420,A064420,A064420,A064420,A064420,A064420,A064420,A064420,A064420,A064960,A064960,A064960,A068870,A068870,A067250,A067250,A067250,A067250,A067250,A067250,A067250,A067250,A067250,A067250,A068870,A068870,A068870,A068870,A068870,A068870,A069260,A069620,A069620,A069620,A069620,A069620,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069620,A069620,A071050,A071050,A071050,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A079980,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086790,A093050,A093050,A093050,A093370,A093370,A093370,A096760,A096760,A096760,A096760,A096760,A096760,A097230,A097230,A097230,A097230,A097230,A097230,A097950,A097950,A103140,A103140,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A111770,A111770,A111770,A114090,A114090,A114090,A120110,A120110,A120110,A120110,A120110,A120110,A161890,A161890,A161890,A185750,A185750,A185750,A192080,A192080,A192080,A192400,A192400,A192400,A241560,A241560,A241560,A241560,A241560,A241560,A241590,A241590,A241590,A241590,A241590,A241590,A241560,A241560,A241560,A241560,A241560,A241560,A207940,A207940,A207940,A207940,A207940,A207940,A251270,A251270,A251270,A251270,A251270,A251270,A271560,A271560,A271560,A271560,A271560,A271560,A268280,A268280,A268280,A268280,A268280,A268280,A267260,A267260
A051310,A051310,A051900,A051900,A051310,A051310,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A064960,A066570,A066570,A066570,A069260,A069260,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A069260,A069260,A069260,A069260,A069260,A069260,A069620,A069960,A069960,A069960,A069960,A069960,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A069960,A069960,A073240,A073240,A073240,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A082740,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A088350,A093370,A093370,A093370,A096760,A096760,A096760,A096770,A096770,A096770,A096770,A096770,A096770,A097950,A097950,A097950,A097950,A097950,A097950,A103140,A103140,A105560,A105560,A105630,A105630,A105630,A105630,A105630,A105630,A105630,A105630,A105630,A105630,A105630,A105630,A105630,A105630,A114090,A114090,A114090,A115390,A115390,A115390,A128940,A128940,A128940,A128940,A128940,A128940,A180640,A180640,A180640,A192080,A192080,A192080,A192400,A192400,A192400,A192820,A192820,A192820,A241590,A241590,A241590,A241590,A241590,A241590,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A251270,A241560,A241560,A241560,A241560,A241560,A241560,A259960,A259960,A259960,A259960,A259960,A259960,A271940,A271940,A271940,A271940,A271940,A271940,A271560,A271560,A271560,A271560,A271560,A271560,A268280,A268280
A051900,A051900,A051910,A051910,A051900,A051900,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A066570,A067250,A067250,A067250,A069620,A069620,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069620,A069620,A069620,A069620,A069620,A069620,A069960,A071050,A071050,A071050,A071050,A071050,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A071050,A071050,A078520,A078520,A078520,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A084870,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A090430,A096760,A096760,A096760,A096770,A096770,A096770,A097230,A097230,A097230,A097230,A097230,A097230,A103140,A103140,A103140,A103140,A103140,A103140,A105560,A105560,A105630,A105630,A108670,A108670,A108670,A108670,A108670,A108670,A108670,A108670,A108670,A108670,A108670,A108670,A108670,A108670,A115390,A115390,A115390,A120110,A120110,A120110,A138930,A138930,A138930,A138930,A138930,A138930,A185750,A185750,A185750,A192400,A192400,A192400,A192820,A192820,A192820,A204320,A204320,A204320,A251270,A251270,A251270,A251270,A251270,A251270,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A259960,A251270,A251270,A251270,A251270,A251270,A251270,A267250,A267250,A267250,A267250,A267250,A267250,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A271560,A271560
A051910,A051910,A053000,A053000,A051910,A051910,A067250,A067250,A067250,A067250,A067250,A067250,A067250,A067250,A067250,A068870,A068870,A068870,A069960,A069960,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069960,A069960,A069960,A069960,A069960,A069960,A071050,A073240,A073240,A073240,A073240,A073240,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A073240,A073240,A078930,A078930,A078930,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A086280,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A093050,A096770,A096770,A096770,A097230,A097230,A097230,A097950,A097950,A097950,A097950,A097950,A097950,A105560,A105560,A105560,A105560,A105560,A105560,A105630,A105630,A108670,A108670,A111770,A111770,A111770,A111770,A111770,A111770,A111770,A111770,A111770,A111770,A111770,A111770,A111770,A111770,A120110,A120110,A120110,A128940,A128940,A128940,A139480,A139480,A139480,A139480,A139480,A139480,A192080,A192080,A192080,A192820,A192820,A192820,A204320,A204320,A204320,A207940,A207940,A207940,A259960,A259960,A259960,A259960,A259960,A259960,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A267250,A259960,A259960,A259960,A259960,A259960,A259960,A267260,A267260,A267260,A267260,A267260,A267260,A278470,A278470,A278470,A278470,A278470,A278470,A278470,A278470,A278470,A278470,A278470,A278470,A272210,A272210
A053000,A053000,A055550,A055550,A053000,A053000,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A068870,A069260,A069260,A069260,A071050,A071050,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A071050,A071050,A071050,A071050,A071050,A071050,A073240,A077970,A077970,A077970,A077970,A077970,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A078520,A079980,A079980,A079980,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A086790,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093370,A097230,A097230,A097230,A097950,A097950,A097950,A103140,A103140,A103140,A103140,A103140,A103140,A105630,A105630,A105630,A105630,A105630,A105630,A108670,A108670,A111770,A111770,A114090,A114090,A114090,A114090,A114090,A114090,A114090,A114090,A114090,A114090,A114090,A114090,A114090,A114090,A128940,A128940,A128940,A138930,A138930,A138930,A145990,A145990,A145990,A145990,A145990,A145990,A192400,A192400,A192400,A204320,A204320,A204320,A207940,A207940,A207940,A241560,A241560,A241560,A267250,A267250,A267250,A267250,A267250,A267250,A271560,A271560,A271560,A271560,A271560,A271560,A271560,A271560,A271560,A271560,A271560,A271560,A267250,A267250,A267250,A267250,A267250,A267250,A271560,A271560,A271560,A271560,A271560,A271560,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A278470,A278470
A055550,A055550,A064420,A064420,A055550,A055550,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069260,A069620,A069620,A069620,A071970,A071970,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A073240,A073240,A073240,A073240,A073240,A073240,A077970,A078520,A078520,A078520,A078520,A078520,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A082740,A082740,A082740,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A088350,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A096770,A097950,A097950,A097950,A103140,A103140,A103140,A105560,A105560,A105560,A105560,A105560,A105560,A108670,A108670,A108670,A108670,A108670,A108670,A111770,A111770,A114090,A114090,A115390,A115390,A115390,A115390,A115390,A115390,A115390,A115390,A115390,A115390,A115390,A115390,A115390,A115390,A138930,A138930,A138930,A139480,A139480,A139480,A161390,A161390,A161390,A161390,A161390,A161390,A192820,A192820,A192820,A207940,A207940,A207940,A241560,A241560,A241560,A241590,A241590,A241590,A271560,A271560,A271560,A271560,A271560,A271560,A271940,A271940,A271940,A271940,A271940,A271940,A271940,A271940,A271940,A271940,A271940,A271940,A267260,A267260,A267260,A267260,A267260,A267260,A271940,A271940,A271940,A271940,A271940,A271940,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A280360,A280360
A064420,A064420,A064960,A064960,A064420,A064420,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069620,A069960,A069960,A069960,A073240,A073240,A071970,A071970,A071970,A071970,A071970,A071970,A071970,A071970,A071970,A071970,A077970,A077970,A077970,A077970,A077970,A077970,A078520,A078930,A078930,A078930,A078930,A078930,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A079980,A084870,A084870,A084870,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A090430,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A097230,A103140,A103140,A103140,A105560,A105560,A105560,A105630,A105630,A105630,A105630,A105630,A105630,A111770,A111770,A111770,A111770,A111770,A111770,A114090,A114090,A115390,A115390,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A120110,A139480,A139480,A139480,A145990,A145990,A145990,A161890,A161890,A161890,A161890,A161890,A161890,A204320,A204320,A204320,A214320,A214320,A214320,A241590,A241590,A241590,A251270,A251270,A251270,A271940,A271940,A271940,A271940,A271940,A271940,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A272210,A271560,A271560,A271560,A271560,A271560,A271560,A272210,A272210,A272210,A272210,A272210,A272210,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A282330,A282330
A064960,A064960,A066570,A066570,A064960,A064960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A069960,A071050,A071050,A071050,A077970,A077970,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A073240,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A086280,A086280,A086280,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A093050,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097950,A105560,A105560,A105560,A105630,A105630,A105630,A108670,A108670,A108670,A108670,A108670,A108670,A114090,A114090,A114090,A114090,A114090,A114090,A115390,A115390,A120110,A120110,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A128940,A145990,A145990,A145990,A161390,A161390,A161390,A180640,A180640,A180640,A180640,A180640,A180640,A207940,A207940,A207940,A241560,A241560,A241560,A251270,A251270,A251270,A259960,A259960,A259960,A272210,A272210,A272210,A272210,A272210,A272210,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A280360,A271940,A271940,A271940,A271940,A271940,A271940,A280360,A280360,A280360,A280360,A280360,A280360,A298020,A298020,A298020,A298020,A298020,A298020,A298020,A298020,A298020,A298020,A298020,A298020,A285130,A285130
A066570,A066570,A067250,A067250,A066570,A066570,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A071050,A077970,A077970,A077970,A078930,A078930,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A082740,A082740,A082740,A082740,A082740,A082740,A082740,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A086790,A086790,A086790,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A093370,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A096770,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A103140,A105630,A105630,A105630,A108670,A108670,A108670,A111770,A111770,A111770,A111770,A111770,A111770,A115390,A115390,A115390,A115390,A115390,A115390,A120110,A120110,A128940,A128940,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A138930,A161390,A161390,A161390,A161890,A161890,A161890,A185750,A185750,A185750,A185750,A185750,A185750,A214320,A214320,A214320,A241590,A241590,A241590,A259960,A259960,A259960,A267250,A267250,A267250,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A282330,A272210,A272210,A272210,A272210,A272210,A272210,A282330,A282330,A282330,A282330,A282330,A282330,A298040,A298040,A298040,A298040,A298040,A298040,A298040,A298040,A298040,A298040,A298040,A298040,A298020,A298020
A067250,A067250,A068870,A068870,A067250,A067250,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A077970,A078930,A078930,A078930,A084010,A084010,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A088350,A088350,A088350,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A090430,A096770,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A097230,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A104700,A108670,A108670,A108670,A111770,A111770,A111770,A114090,A114090,A114090,A114090,A114090,A114090,A120110,A120110,A120110,A120110,A120110,A120110,A128940,A128940,A138930,A138930,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A139480,A161890,A161890,A161890,A170900,A170900,A170900,A192080,A192080,A192080,A192080,A192080,A192080,A241560,A241560,A241560,A251270,A251270,A251270,A267250,A267250,A267250,A271560,A271560,A271560,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A284740,A280360,A280360,A280360,A280360,A280360,A280360,A285130,A285130,A285130,A285130,A285130,A285130,A298050,A298050,A298050,A298050,A298050,A298050,A298050,A298050,A298050,A298050,A298050,A298050,A298040,A298040
A068870,A068870,A069260,A069260,A068870,A068870,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A078930,A084010,A084010,A084010,A084870,A084870,A084010,A084010,A084010,A084010,A084010,A084010,A084010,A084010,A084010,A084010,A086280,A086280,A086280,A086280,A086280,A086280,A086280,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A090430,A090430,A090430,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A093050,A097230,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A097950,A104700,A104700,A104700,A104700,A104700,A104700,A104700,A104700,A104700,A104700,A104700,A105560,A111770,A111770,A111770,A114090,A114090,A114090,A115390,A115390,A115390,A115390,A115390,A115390,A128940,A128940,A128940,A128940,A128940,A128940,A138930,A138930,A139480,A139480,A145990,A145990,A145990,A145990,A145990,A145990,A145990,A145990,A145990,A145990,A145990,A145990,A145990,A145990,A170900,A170900,A170900,A180640,A180640,A180640,A192400,A192400,A192400,A192400,A192400,A192400,A241590,A241590,A241590,A259960,A259960,A259960,A271560,A271560,A271560,A272210,A272210,A272210,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A285130,A282330,A282330,A282330,A282330,A282330,A282330,A298020,A298020,A298020,A298020,A298020,A298020,A300720,A300720,A300720,A300720,A300720,A300720,A300720,A300720,A300720,A300720,A300720,A300720,A298050,A298050
A069260,A069260,A069620,A069620,A069260,A069260,A084010,A084010,A084010,A084010,A084010,A084010,A084010,A084010,A084010,A085310,A085310,A085310,A086280,A086280,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A084870,A086790,A086790,A086790,A086790,A086790,A086790,A086790,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A088350,A093050,A093050,A093050,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A093370,A097950,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A103140,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105560,A105630,A114090,A114090,A114090,A115390,A115390,A115390,A120110,A120110,A120110,A120110,A120110,A120110,A138930,A138930,A138930,A138930,A138930,A138930,A139480,A139480,A145990,A145990,A161390,A161390,A161390,A161390,A161390,A161390,A161390,A161390,A161390,A161390,A161390,A161390,A161390,A161390,A180640,A180640,A180640,A185750,A185750,A185750,A192820,A192820,A192820,A192820,A192820,A192820,A251270,A251270,A251270,A267250,A267250,A267250,A272210,A272210,A272210,A282330,A282330,A282330,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A294870,A285130,A285130,A285130,A285130,A285130,A285130,A298050,A298050,A298050,A298050,A298050,A298050,A302440,A302440,A302440,A302440,A302440,A302440,A302440,A302440,A302440,A302440,A302440,A302440,A300720,A300720
